time,Open,High,Low,Close,Volume
2025-05-21 18:46:00,108762.68,108826.27,108740.79,108740.79,56
2025-05-21 18:47:00,108735.36,108763.36,108666.78,108685.27,49
2025-05-21 18:48:00,108678.16,108678.75,108598.67,108598.67,45
2025-05-21 18:49:00,108587.47,108594.85,108460.69,108553.39,76
2025-05-21 18:50:00,108540.35,108609.29,108509.95,108609.29,78
2025-05-21 18:51:00,108605.78,108664.67,108600.16,108664.67,45
2025-05-21 18:52:00,108667.48,108828.38,108664.87,108828.38,53
2025-05-21 18:53:00,108855.59,108912.06,108853.47,108908.07,62
2025-05-21 18:54:00,108911.06,109072.85,108880.66,109051.87,66
2025-05-21 18:55:00,109047.37,109074.65,108985.97,109074.65,71
2025-05-21 18:56:00,109080.39,109150.56,108942.25,108963.46,91
2025-05-21 18:57:00,108959.18,108995.19,108890.37,108895.57,51
2025-05-21 18:58:00,108887.59,108953.38,108887.59,108924.08,45
2025-05-21 18:59:00,108910.08,108926.07,108874.06,108890.05,41
2025-05-21 19:00:00,108909.57,108959.28,108890.06,108959.28,50
2025-05-21 19:01:00,108942.38,109048.16,108914.59,109048.16,52
2025-05-21 19:02:00,109042.56,109042.56,108858.77,108906.47,57
2025-05-21 19:03:00,108910.35,108935.96,108866.07,108867.66,51
2025-05-21 19:04:00,108859.46,108859.46,108800.77,108810.36,36
2025-05-21 19:05:00,108803.48,108803.48,108683.98,108683.98,76
2025-05-21 19:06:00,108678.99,108731.46,108613.66,108633.39,79
2025-05-21 19:07:00,108640.69,108809.35,108640.69,108726.69,65
2025-05-21 19:08:00,108746.87,108802.48,108738.65,108763.25,39
2025-05-21 19:09:00,108763.68,108914.17,108763.68,108859.78,47
2025-05-21 19:10:00,108859.97,108973.17,108859.97,108939.18,35
2025-05-21 19:11:00,108932.09,108963.59,108854.85,108856.27,54
2025-05-21 19:12:00,108864.49,108877.69,108827.05,108827.05,46
2025-05-21 19:13:00,108816.15,108888.96,108816.15,108850.56,47
2025-05-21 19:14:00,108840.85,109004.87,108840.85,109004.87,56
2025-05-21 19:15:00,109008.39,109042.27,108970.27,108979.78,47
2025-05-21 19:16:00,108968.49,109107.59,108923.46,109107.59,54
2025-05-21 19:17:00,109111.87,109112.27,109037.78,109087.38,35
2025-05-21 19:18:00,109076.45,109076.45,108962.29,108988.75,48
2025-05-21 19:19:00,108996.46,109001.49,108936.39,108962.59,33
2025-05-21 19:20:00,108953.69,108953.69,108883.45,108929.45,46
2025-05-21 19:21:00,108935.39,108953.39,108886.15,108953.39,62
2025-05-21 19:22:00,108956.46,108993.39,108846.36,108846.36,62
2025-05-21 19:23:00,108855.59,108949.17,108835.08,108949.17,44
2025-05-21 19:24:00,108942.58,108983.38,108928.36,108942.95,39
2025-05-21 19:25:00,108934.35,109169.37,108934.35,109158.97,66
2025-05-21 19:26:00,109173.85,109200.86,109024.49,109072.87,75
2025-05-21 19:27:00,109062.06,109062.06,108919.19,108985.06,60
2025-05-21 19:28:00,108990.86,109049.67,108990.86,109035.05,43
2025-05-21 19:29:00,109037.18,109056.08,109004.57,109008.35,29
2025-05-21 19:30:00,109011.86,109053.18,108973.96,109007.35,48
2025-05-21 19:31:00,109019.87,109170.49,109019.87,109147.58,69
2025-05-21 19:32:00,109149.35,109196.88,109136.46,109173.75,43
2025-05-21 19:33:00,109179.96,109304.28,109133.88,109281.46,73
2025-05-21 19:34:00,109296.06,109510.07,109269.36,109510.07,115
2025-05-21 19:35:00,109507.99,109608.39,109272.67,109299.17,157
2025-05-21 19:36:00,109288.56,109456.85,109165.19,109397.15,125
2025-05-21 19:37:00,109412.85,109525.15,109320.09,109413.48,103
2025-05-21 19:38:00,109405.59,109600.35,109405.59,109527.47,93
2025-05-21 19:39:00,109516.47,109592.88,109409.57,109409.57,98
2025-05-21 19:40:00,109408.36,109481.66,109392.16,109481.66,76
2025-05-21 19:41:00,109483.36,109538.67,109353.48,109353.48,94
2025-05-21 19:42:00,109355.06,109374.99,109303.48,109306.15,73
2025-05-21 19:43:00,109303.49,109419.56,109293.58,109387.76,68
2025-05-21 19:44:00,109368.18,109409.09,109326.56,109409.07,54
2025-05-21 19:45:00,109425.37,109503.38,109357.28,109462.47,82
2025-05-21 19:46:00,109457.09,109563.67,109457.09,109550.86,57
2025-05-21 19:47:00,109553.37,109757.59,109450.06,109461.09,130
2025-05-21 19:48:00,109449.67,109616.68,109411.59,109525.77,98
2025-05-21 19:49:00,109540.89,109640.58,109540.89,109586.06,72
2025-05-21 19:50:00,109590.86,109603.37,109465.05,109528.85,85
2025-05-21 19:51:00,109520.28,109603.27,109486.68,109486.99,67
2025-05-21 19:52:00,109500.85,109531.97,109422.96,109460.36,73
2025-05-21 19:53:00,109453.46,109469.66,109394.56,109405.96,66
2025-05-21 19:54:00,109411.66,109462.39,109363.58,109460.17,47
2025-05-21 19:55:00,109452.97,109553.35,109451.76,109482.99,62
2025-05-21 19:56:00,109475.37,109475.37,109203.47,109203.47,103
2025-05-21 19:57:00,109208.68,109281.59,109188.25,109206.67,75
2025-05-21 19:58:00,109216.95,109253.35,109103.47,109136.28,79
2025-05-21 19:59:00,109124.45,109140.28,109053.46,109054.38,51
2025-05-21 20:00:00,109072.98,109244.75,109054.37,109244.75,64
2025-05-21 20:01:00,109259.16,109273.38,109176.15,109207.85,64
2025-05-21 20:02:00,109201.25,109215.68,108956.09,108956.09,78
2025-05-21 20:03:00,108962.88,109139.27,108934.45,109088.05,82
2025-05-21 20:04:00,109085.79,109163.39,109041.07,109094.07,53
2025-05-21 20:05:00,109097.26,109153.39,109035.19,109070.28,56
2025-05-21 20:06:00,109070.29,109079.87,108967.28,109047.25,82
2025-05-21 20:07:00,109052.19,109173.39,109026.76,109145.35,54
2025-05-21 20:08:00,109137.38,109193.85,109071.75,109103.37,48
2025-05-21 20:09:00,109086.07,109086.66,108888.69,108888.97,93
2025-05-21 20:10:00,108889.85,108953.39,108812.45,108953.39,93
2025-05-21 20:11:00,108957.57,109020.09,108837.09,108837.09,107
2025-05-21 20:12:00,108833.58,108833.58,108703.45,108794.25,104
2025-05-21 20:13:00,108792.38,108888.16,108709.37,108888.16,86
2025-05-21 20:14:00,108875.89,108991.59,108826.46,108962.58,52
2025-05-21 20:15:00,108952.59,109003.49,108703.47,108755.26,102
2025-05-21 20:16:00,108760.76,108832.39,108634.49,108676.45,103
2025-05-21 20:17:00,108676.55,108686.39,108603.46,108603.46,94
2025-05-21 20:18:00,108608.75,108617.17,108453.49,108461.27,112
2025-05-21 20:19:00,108470.75,108486.08,108363.96,108455.29,117
2025-05-21 20:20:00,108469.39,108538.99,108302.48,108302.48,160
2025-05-21 20:21:00,108298.29,108402.66,108270.79,108370.27,148
2025-05-21 20:22:00,108377.89,108407.46,108176.68,108176.68,165
2025-05-21 20:23:00,108174.99,108239.55,108003.45,108168.87,177
2025-05-21 20:24:00,108165.95,108165.95,107866.37,107894.47,175
2025-05-21 20:25:00,107895.75,107895.75,107504.27,107504.28,214
2025-05-21 20:26:00,107510.59,107607.75,107232.25,107570.86,226
2025-05-21 20:27:00,107572.46,107631.08,107364.35,107542.69,194
2025-05-21 20:28:00,107522.27,107568.49,107013.95,107037.55,206
2025-05-21 20:29:00,107047.15,107114.55,106803.45,106863.19,211
2025-05-21 20:30:00,106877.26,106925.09,106532.35,106774.49,232
2025-05-21 20:31:00,106786.37,107184.45,106623.46,107153.67,232
2025-05-21 20:32:00,107165.46,107409.96,107165.46,107353.39,227
2025-05-21 20:33:00,107377.99,107568.49,107294.76,107533.87,210
2025-05-21 20:34:00,107528.35,107578.69,107238.38,107438.15,224
2025-05-21 20:35:00,107440.77,107478.99,107033.28,107069.46,204
2025-05-21 20:36:00,107059.65,107105.27,106752.96,107023.25,206
2025-05-21 20:37:00,107023.27,107196.78,106863.18,106946.37,204
2025-05-21 20:38:00,106950.77,107261.05,106938.35,107243.46,191
2025-05-21 20:39:00,107235.86,107463.96,107194.35,107413.48,177
2025-05-21 20:40:00,107412.87,107467.38,106906.77,107039.69,222
2025-05-21 20:41:00,107060.79,107160.87,106860.19,106953.48,197
2025-05-21 20:42:00,106960.55,107030.18,106826.49,106912.69,186
2025-05-21 20:43:00,106928.66,107009.66,106598.85,106609.08,169
2025-05-21 20:44:00,106612.27,106665.59,106436.97,106510.27,181
2025-05-21 20:45:00,106403.17,106646.69,106403.17,106441.09,171
2025-05-21 20:46:00,106433.57,106928.29,106353.45,106624.77,221
2025-05-21 20:47:00,106613.39,106880.76,106391.28,106450.66,206
2025-05-21 20:48:00,106487.47,106769.57,106487.47,106547.58,186
2025-05-21 20:49:00,106547.55,106563.89,106404.05,106510.27,151
2025-05-21 20:50:00,106507.69,106546.57,106310.29,106504.18,171
2025-05-21 20:51:00,106513.95,106731.69,106488.56,106661.25,164
2025-05-21 20:52:00,106668.55,106690.87,106427.27,106435.99,141
2025-05-21 20:53:00,106453.86,106524.06,106325.38,106473.48,119
2025-05-21 20:54:00,106466.49,106466.49,106060.57,106153.68,140
2025-05-21 20:55:00,106154.17,106206.27,106077.65,106128.67,153
2025-05-21 20:56:00,106148.48,106264.26,106041.47,106149.68,151
2025-05-21 20:57:00,106161.88,106254.17,106047.37,106193.48,150
2025-05-21 20:58:00,106189.05,106304.46,106143.46,106303.36,113
2025-05-21 20:59:00,106301.68,106553.47,106291.06,106508.28,107
2025-05-21 21:00:00,106520.27,106552.58,106383.46,106443.07,141
2025-05-21 21:01:00,106435.77,106609.29,106435.77,106468.17,110
2025-05-21 21:02:00,106471.17,106532.45,106380.75,106479.17,104
2025-05-21 21:03:00,106478.77,106478.77,106261.25,106261.25,123
2025-05-21 21:04:00,106267.49,106577.36,106229.18,106554.56,109
2025-05-21 21:05:00,106566.29,106650.17,106506.76,106608.95,102
2025-05-21 21:06:00,106608.19,106898.49,106580.26,106898.49,116
2025-05-21 21:07:00,106890.78,106925.36,106802.18,106827.19,129
2025-05-21 21:08:00,106836.58,106899.29,106818.37,106893.17,78
2025-05-21 21:09:00,106899.08,106992.37,106853.38,106992.37,119
2025-05-21 21:10:00,106983.56,107010.16,106755.05,106777.16,87
2025-05-21 21:11:00,106770.85,106774.49,106678.29,106702.68,83
2025-05-21 21:12:00,106694.56,106761.47,106685.29,106713.46,78
2025-05-21 21:13:00,106699.28,106746.58,106669.95,106727.08,65
2025-05-21 21:14:00,106702.59,106774.18,106667.97,106757.99,56
2025-05-21 21:15:00,106753.75,106881.17,106674.16,106881.17,88
2025-05-21 21:16:00,106875.67,106992.15,106820.38,106931.17,108
2025-05-21 21:17:00,106927.96,106973.47,106816.48,106872.29,87
2025-05-21 21:18:00,106870.45,106916.76,106840.35,106887.77,65
2025-05-21 21:19:00,106884.28,106884.28,106805.99,106849.66,58
2025-05-21 21:20:00,106836.15,106836.15,106571.05,106573.47,89
2025-05-21 21:21:00,106571.58,106613.56,106514.15,106579.76,107
2025-05-21 21:22:00,106573.96,106583.38,106406.18,106406.18,77
2025-05-21 21:23:00,106416.65,106621.45,106402.35,106562.65,78
2025-05-21 21:24:00,106553.45,106554.17,106439.89,106499.68,65
2025-05-21 21:25:00,106491.48,106621.59,106448.25,106513.98,105
2025-05-21 21:26:00,106517.29,106627.89,106448.39,106472.18,103
2025-05-21 21:27:00,106474.96,106613.39,106470.19,106541.46,79
2025-05-21 21:28:00,106532.68,106673.59,106522.87,106567.95,70
2025-05-21 21:29:00,106565.19,106678.28,106565.19,106581.28,67
2025-05-21 21:30:00,106577.18,106692.65,106546.75,106675.77,85
2025-05-21 21:31:00,106676.75,106794.49,106653.46,106715.76,86
2025-05-21 21:32:00,106705.78,106790.29,106699.16,106717.99,97
2025-05-21 21:33:00,106714.55,106810.46,106669.39,106783.35,85
2025-05-21 21:34:00,106785.96,106849.68,106739.85,106830.35,82
2025-05-21 21:35:00,106838.28,106872.89,106707.49,106816.46,95
2025-05-21 21:36:00,106819.86,106878.58,106781.65,106873.99,75
2025-05-21 21:37:00,106873.89,106919.37,106836.05,106855.05,66
2025-05-21 21:38:00,106861.98,106861.98,106742.96,106779.39,76
2025-05-21 21:39:00,106770.78,106891.77,106761.18,106891.77,72
2025-05-21 21:40:00,106888.59,106922.17,106863.47,106915.99,58
2025-05-21 21:41:00,106921.29,107042.15,106889.36,106969.79,68
2025-05-21 21:42:00,106966.36,106971.85,106864.56,106926.69,60
2025-05-21 21:43:00,106920.96,107113.36,106914.26,107113.36,65
2025-05-21 21:44:00,107101.19,107291.16,107027.15,107233.77,101
2025-05-21 21:45:00,107231.56,107291.87,107159.05,107233.98,76
2025-05-21 21:46:00,107231.08,107323.35,107226.28,107308.36,55
2025-05-21 21:47:00,107308.25,107310.99,106885.39,106983.48,111
2025-05-21 21:48:00,106953.78,107113.39,106915.67,107069.16,123
2025-05-21 21:49:00,107068.19,107129.55,106942.56,106987.25,81
2025-05-21 21:50:00,106982.89,107098.97,106961.05,107098.97,77
2025-05-21 21:51:00,107112.99,107198.28,107062.58,107074.85,90
2025-05-21 21:52:00,107080.76,107116.17,107020.06,107077.46,88
2025-05-21 21:53:00,107070.07,107112.89,107007.68,107031.47,46
2025-05-21 21:54:00,107016.78,107047.79,106944.57,106944.57,47
2025-05-21 21:55:00,106938.28,106951.07,106863.45,106916.99,51
2025-05-21 21:56:00,106910.26,106910.26,106795.46,106817.77,51
2025-05-21 21:57:00,106826.67,106890.36,106788.89,106867.85,39
2025-05-21 21:58:00,106861.29,106951.76,106861.15,106900.47,57
2025-05-21 21:59:00,106904.05,106943.38,106851.05,106865.19,41
2025-05-21 22:00:00,106877.15,106895.95,106826.46,106891.28,80
2025-05-21 22:01:00,106904.67,106979.77,106877.39,106906.89,73
2025-05-21 22:02:00,106921.99,107032.26,106901.66,106998.77,49
2025-05-21 22:03:00,107004.29,107073.55,106983.46,107040.45,66
2025-05-21 22:04:00,107050.09,107089.45,107050.09,107054.67,39
2025-05-21 22:05:00,107058.57,107199.35,107050.58,107173.76,29
2025-05-21 22:06:00,107180.07,107180.07,106919.68,106936.46,71
2025-05-21 22:07:00,106930.28,106981.26,106841.47,106848.19,46
2025-05-21 22:08:00,106842.77,106848.16,106762.16,106762.16,47
2025-05-21 22:09:00,106753.46,106770.77,106504.17,106531.15,106
2025-05-21 22:10:00,106539.86,106650.28,106522.97,106644.07,83
2025-05-21 22:11:00,106648.48,106719.96,106639.47,106639.47,49
2025-05-21 22:12:00,106655.15,106674.67,106607.19,106643.78,66
2025-05-21 22:13:00,106651.47,106828.36,106651.47,106824.27,65
2025-05-21 22:14:00,106825.89,106926.96,106825.89,106919.46,51
2025-05-21 22:15:00,106919.55,106934.27,106802.78,106888.98,69
2025-05-21 22:16:00,106893.95,106990.18,106858.76,106974.28,62
2025-05-21 22:17:00,106967.15,106991.05,106759.26,106795.77,82
2025-05-21 22:18:00,106800.88,106842.67,106760.87,106768.58,53
2025-05-21 22:19:00,106768.66,106859.96,106768.66,106833.26,62
2025-05-21 22:20:00,106825.46,106888.28,106798.29,106875.68,56
2025-05-21 22:21:00,106861.76,106900.79,106678.99,106691.99,70
2025-05-21 22:22:00,106680.99,106855.66,106680.99,106855.66,72
2025-05-21 22:23:00,106856.28,106943.08,106856.28,106914.98,60
2025-05-21 22:24:00,106912.35,106948.67,106900.96,106922.06,30
2025-05-21 22:25:00,106924.75,106965.15,106880.35,106956.49,44
2025-05-21 22:26:00,106956.96,106992.16,106888.48,106890.69,63
2025-05-21 22:27:00,106895.67,107112.38,106885.57,107074.19,69
2025-05-21 22:28:00,107062.37,107121.97,107058.26,107108.98,36
2025-05-21 22:29:00,107100.49,107131.79,107067.29,107127.99,42
2025-05-21 22:30:00,107133.45,107296.38,107133.45,107268.25,78
2025-05-21 22:31:00,107263.67,107423.59,107239.36,107419.58,65
